0,0,0,2666.666666666667,-21052.63157894737,-1,0,0,0,0,2666.666666666667,2666.666666666667,-21052.63157894737,0,1,2666.666666666667,0,0,0,0,1,0,0,2666.666666666667,0,0,1,0,0,-1,0,-21052.63157894737
0.002,0.3724686850245614,-41.17619907844079,127.220269565516,-20367.2385949591,-0.9674438332605575,0.01918213727876491,-0.01337402946067757,-6.553395621069799,8194.311070540351,127.220269565516,2666.666666666667,-20367.2385949591,-5654.864673439201,1,127.220269565516,0.01918213727876491,-0.01337402946067757,0.3724686850245614,-41.17619907844079,1,-41.17619907844079,0.3724686850245614,2666.666666666667,-5654.864673439201,8194.311070540351,1,-41.17619907844079,-6.553395621069799,-0.9674438332605575,-41.17619907844079,-20367.2385949591
0.004,0.6215219051909144,-81.04838764159823,123.8299885793695,-19824.57064371951,-0.9416671055766768,0.03200837811733209,-0.0263245163059911,-12.89925152278844,13673.48191420012,123.8299885793695,2666.666666666667,-19824.57064371951,-11130.64523611282,1,123.8299885793695,0.03200837811733209,-0.0263245163059911,0.6215219051909144,-81.04838764159823,1,-81.04838764159823,0.6215219051909144,2666.666666666667,-11130.64523611282,13673.48191420012,1,-81.04838764159823,-12.89925152278844,-0.9416671055766768,-81.04838764159823,-19824.57064371951
0.006,0.8633129421108404,-119.7579409678788,120.539166483537,-19297.72640536683,-0.9166420042549247,0.04446061651870828,-0.03889737922636705,-19.06006827954533,18992.88472643849,120.539166483537,2666.666666666667,-19297.72640536683,-16446.75722625536,1,120.539166483537,0.04446061651870828,-0.03889737922636705,0.8633129421108404,-119.7579409678788,1,-119.7579409678788,0.8633129421108404,2666.666666666667,-16446.75722625536,18992.88472643849,1,-119.7579409678788,-19.06006827954533,-0.9166420042549247,-119.7579409678788,-19297.72640536683
0.008,1.099985047370603,-157.647978570502,117.3180148623396,-18782.03592885715,-0.8921467066207148,0.05664922993958606,-0.05120406343969906,-25.0904550579406,24199.67104215327,117.3180148623396,2666.666666666667,-18782.03592885715,-21650.32239034894,1,117.3180148623396,0.05664922993958606,-0.05120406343969906,1.099985047370603,-157.647978570502,1,-157.647978570502,1.099985047370603,2666.666666666667,-21650.32239034894,24199.67104215327,1,-157.647978570502,-25.0904550579406,-0.8921467066207148,-157.647978570502,-18782.03592885715
0.01,1.331212479887039,-194.6663509006582,114.1709661755303,-18278.20897922702,-0.8682149265132837,0.0685574427141825,-0.06322763077253378,-30.9821119995012,29286.67455751486,114.1709661755303,2666.666666666667,-18278.20897922702,-26734.17885702372,1,114.1709661755303,0.0685574427141825,-0.06322763077253378,1.331212479887039,-194.6663509006582,1,-194.6663509006582,1.331212479887039,2666.666666666667,-26734.17885702372,29286.67455751486,1,-194.6663509006582,-30.9821119995012,-0.8682149265132837,-194.6663509006582,-18278.20897922702
0.012,1.556525653668034,-230.7378795588512,111.1044120521401,-17787.26874853434,-0.8448952655553813,0.08016107116390377,-0.07494366328071488,-36.72307409033358,34243.56438069676,111.1044120521401,2666.666666666667,-17787.26874853434,-31688.00212608223,1,111.1044120521401,0.08016107116390377,-0.07494366328071488,1.556525653668034,-230.7378795588512,1,-230.7378795588512,1.556525653668034,2666.666666666667,-31688.00212608223,34243.56438069676,1,-230.7378795588512,-36.72307409033358,-0.8448952655553813,-230.7378795588512,-17787.26874853434
0.014,1.775930407756424,-265.8634993430733,108.118272474072,-17309.20251397713,-0.8221871194139139,0.09146041599945583,-0.08635246458663021,-42.31349010815901,39070.46897064133,108.118272474072,2666.666666666667,-17309.20251397713,-36511.92057644873,1,108.118272474072,0.09146041599945583,-0.08635246458663021,1.775930407756424,-265.8634993430733,1,-265.8634993430733,1.775930407756424,2666.666666666667,-36511.92057644873,39070.46897064133,1,-265.8634993430733,-42.31349010815901,-0.8221871194139139,-265.8634993430733,-17309.20251397713
0.016,1.989431351884709,-300.0439482488633,105.2124847136292,-16844.00023129909,-0.8000900109867067,0.1024557146220625,-0.09745427439123081,-47.75347750861545,43767.48974146359,105.2124847136292,2666.666666666667,-16844.00023129909,-41206.03555951056,1,105.2124847136292,0.1024557146220625,-0.09745427439123081,1.989431351884709,-300.0439482488633,1,-300.0439482488633,1.989431351884709,2666.666666666667,-41206.03555951056,43767.48974146359,1,-300.0439482488633,-47.75347750861545,-0.8000900109867067,-300.0439482488633,-16844.00023129909
0.018,2.197214363578468,-333.3089843523988,102.3845190031352,-16391.25688753789,-0.7785847021580499,0.1131565397242911,-0.1082587581176591,-53.04777243662348,48338.71599872629,102.3845190031352,2666.666666666667,-16391.25688753789,-45774.43385106276,1,102.3845190031352,0.1131565397242911,-0.1082587581176591,2.197214363578468,-333.3089843523988,1,-333.3089843523988,2.197214363578468,2666.666666666667,-45774.43385106276,48338.71599872629,1,-333.3089843523988,-53.04777243662348,-0.7785847021580499,-333.3089843523988,-16391.25688753789
